NS	X7	X10	X12	X24	X26	X34	X35	X36	X40	X43	X63	X66	X69	X71	X79	X83	X91	X102	X106	X112	X115	X119	X121	X122	X176	X182	X183	X185	X188	X190	X192	X194	X195	X204	X209	X213	X219	X221	X224	X227	X231	X232	X233	X237	X239	X241	X246	X247	X249	X250	X252	X256	X257	X258	X261	X264	X269	X271	X272	X273	X275	X278	X282	X283	X285	X293	X132	X138	X141	X151	X155	X160	X169	X174
hsa-miR-127-3p	2.755365948	2.501379157	2.669977629	2.850053688	2.524196562	2.630804554	2.744167925	2.454173787	2.547360662	2.859678697	2.487766564	2.147110914	2.045206346	2.371848885	2.195169223	2.764543981	2.496990069	2.608966482	2.200800767	1.830108081	2.271769377	2.517800475	2.068263492	2.386120464	2.463363411	2.667959592	2.204665162	2.605469986	2.699072854	2.494382094	2.783206196	2.47746474	2.436220719	2.765895408	2.258404261	2.254264572	2.438990386	2.555064866	2.168993625	2.414075049	2.433680849	2.570339903	2.653958019	2.145517371	2.329972355	2.534467877	2.31427887	2.477046517	2.684917316	2.587138963	2.366960556	2.688446517	2.244136529	2.560190142	2.500152606	2.615658331	2.780933816	2.483298021	2.503256575	2.619797713	2.812596311	2.231730403	2.04202264	2.426382609	2.74031693	2.488490892	2.145172335	2.459881076	2.083526416	2.112713472	2.18150839	1.982983771	2.363343808	2.258457714
hsa-miR-127-5p	0.467388487	-0.289413176	-0.244429128	-0.601852112	-0.071489091	0.235805724	0.082685633	0.326509399	-0.120312383	0.433968712	0.009203598	0.23527055	-0.267872877	-0.741722792	0.26221162	-0.103040594	-0.344031282	-0.085773766	0.196611876	0.19977989	-0.563685416	0.169219757	-1.067115949	0.663912209	-0.027724797	0.909175341	0.446601028	1.077824754	1.437485475	0.601569588	0.79970939	1.35704063	1.005006146	0.861010687	1.575869067	0.513437377	0.177920642	0.564382968	0.993992871	-0.092542504	0.656862473	1.391042475	0.452135395	-0.583823787	0.279029493	0.511500686	0.689472082	0.995145398	0.359642917	-0.187041438	-0.299133452	1.369574542	0.865537422	0.557129234	0.772373005	0.518002533	0.756738388	-0.301749429	0.694176198	0.341067689	1.413790714	0.743584836	0.149769783	0.220577651	0.747226331	0.177837532	0.36587167	0.178844641	0.046466805	0.306056426	0.226326516	0.400150907	0.122425182	0.103406863
hsa-miR-1270	-1.092331242	-0.715869131	-1.103617207	-0.757802073	-0.998373548	-2.031248465	-1.517188315	-1.062026509	-0.324465878	-0.768158365	-0.621218436	-1.804094132	-0.736340385	-0.482368028	-2.636244631	-1.129871875	-0.401481716	-0.949333902	-1.486636896	-1.739737568	-1.025900749	-1.198802316	-1.238390157	-0.767603441	-1.061003921	-1.759245696	-0.93863304	-0.849117315	-1.927679006	-1.334241238	-3.590005318	-2.393479057	-2.021084777	-1.512937864	-2.636568842	-1.284267988	-1.706113026	-1.524865234	-1.05253732	-0.863581248	-1.908952683	-1.734285439	-1.080665336	-0.91251903	-0.868213777	-0.948905094	-0.748548085	-1.081839727	-1.728721698	-2.138457768	-0.971347595	-2.424638519	-1.287165073	-1.946116192	-0.841043412	-1.258480738	-0.915066391	-1.150838744	-1.753578853	-1.857054684	-0.727460132	-1.296354698	-1.801822679	-1.637990406	-2.387856675	-1.168462942	-0.583978036	-0.415497844	-1.902539926	-2.003345344	-1.457816427	-1.334102943	-1.440194811	-1.417003059
hsa-miR-1271-3p	-1.770163619	0.310991716	-0.049293868	0.138323713	-0.740370844	-0.199147773	0.200153786	-0.542367914	-0.082115687	0.013641093	-0.733787257	-0.252865442	-0.200429166	-0.708794636	-0.109101247	-1.278149582	-0.285196608	0.313311538	0.095212167	-0.40444327	0.093715492	-0.94313907	-0.728032883	-0.086346285	-0.638112872	-0.701309119	0.150193803	-0.702977073	-0.543565923	-0.39768726	0.010651061	-0.019057993	-0.275282586	-0.093828672	-0.234280408	0.224108364	0.325139259	-0.22821185	-0.026438686	-0.667197415	-0.124610445	0.44749634	0.840050048	0.599428873	0.258034007	1.003311622	0.501363839	-0.06730945	0.095792837	0.184129586	0.388844181	0.052606835	-0.165748832	0.649411617	0.069103954	0.432716752	0.585878427	0.04724503	0.419011725	-0.087248012	-0.125785309	-0.111004273	0.409683665	0.569455977	0.09550817	0.492576931	-0.230937018	-0.510006131	-0.709599395	-0.76523186	-0.169359987	-0.596254902	-1.020309371	-0.406002431
hsa-miR-1271-5p	-0.566669793	-0.216913763	-0.870034339	0.69524731	-0.185933361	0.27527934	-0.358105143	0.09451614	0.211044436	-1.523248133	-0.138668919	-0.200399429	0.619252155	0.419256861	-0.066183697	-0.032582688	0.405220376	-1.335501567	0.143369937	0.375730847	0.481523624	0.783383758	0.070666561	0.164292589	-0.030808604	0.336849063	-0.454428322	-0.389375585	0.373615097	-0.316074028	-0.21148032	0.165939666	-0.201271635	0.209818113	0.308910394	0.583737126	0.338991279	0.213498383	-0.064891191	0.371451089	0.298060995	0.029883094	0.329785272	0.0318314	-0.732904972	0.307295855	0.251413519	-0.654961285	0.270380201	-0.096040346	-0.03405553	-0.095876572	0.497608709	-0.182514107	-1.052526867	-0.281459373	-0.183894121	-0.354477	-0.532055947	0.051481224	0.447381937	-0.317237072	0.396885755	-0.442043698	-0.096115762	-0.062645802	0.589565159	0.003015237	0.211730893	0.53032307	-2.855494649	0.616380203	-0.317010925	-0.144425783
hsa-miR-1272	-1.153521584	-0.704386343	-0.407106081	-0.959184836	-1.260135979	-1.408205186	-1.111480348	-0.573364159	-1.444648041	-0.86467614	-0.996116661	-0.429975501	-0.234942417	0.331513581	-0.785117043	-0.057738833	-0.724430511	0.321566313	-0.109614049	-0.288943779	-0.650295227	-0.742979899	-0.263756183	-0.541892681	-0.475110622	-1.20648886	-0.719721897	-0.985998229	-1.828288817	-1.015699387	-0.940613487	-1.034892775	-1.888668206	-1.456220094	-1.507239655	-0.901231862	-1.104066391	-0.713399886	-1.445765687	-1.041699509	-0.900312425	-1.040594408	-0.793585529	-0.91007161	-1.306242999	-0.90698764	-0.265503278	-0.555013102	-1.641116069	-0.289750234	-1.171287245	-0.851615268	-0.712486339	-1.637733161	-0.519581868	-1.277867387	-0.663575029	-0.915301909	-0.558368129	-0.645986776	-0.955098515	-0.762015123	-1.197594574	-0.996605788	-0.822144826	-0.557165238	-0.476881984	-0.332729578	-0.247449158	-0.611251075	-0.797630703	-0.430472196	-0.329461815	-0.349934181
hsa-miR-1273c	1.300546263	1.286077209	1.328400066	1.077945721	1.449134534	1.307535729	1.650503172	1.334482607	1.372926063	1.547203215	1.403816209	0.894363525	1.015762716	0.555569289	1.854757219	1.412503359	0.816493166	1.022224921	0.814163363	0.851863935	0.50361972	1.261106741	0.398432366	1.299481134	1.412462733	1.781618706	1.266651524	1.0496582	0.338647945	1.675937278	1.58091891	1.584434681	1.309263292	1.653766299	0.70468533	1.102729765	1.047231897	1.659551227	0.949299947	1.04089714	1.383839983	1.468996254	1.41447888	0.942231079	1.077530212	1.221266771	0.944600759	0.596187887	1.184044309	1.059770042	1.050855895	1.179558811	1.613400225	1.387558566	1.65557054	1.217992764	1.265942772	1.01663498	0.910485118	0.810674736	1.02820863	1.239670294	1.615531894	0.999702944	0.859450992	0.861359032	1.409253137	1.334329165	1.229178941	1.356870102	1.328005275	1.220304144	1.208178238	1.189446714
hsa-miR-1275	-2.415704515	-2.329927954	-3.933231978	-2.198914512	-2.648966541	-1.862462191	-2.156926734	-1.975234216	-3.088729631	-2.281321983	-2.651777995	-1.973889624	-2.718091873	-2.13646629	-2.045160623	-2.491217705	-1.28645275	-3.011142386	-2.001150204	-2.716358092	-1.905143701	-1.110571714	-1.766853635	-1.354651703	-1.582676897	-2.200508685	-1.614588978	-1.975741771	-1.564353041	-1.601339214	-2.267913681	-2.61912078	-2.087403876	-1.729727963	-3.595035292	-2.301726909	-1.824806498	-1.129011062	-1.608028245	-2.0662674	-1.007385849	-2.170435816	-1.703355648	-2.21081335	-1.8591756	-1.538678913	-1.609969399	-1.652459463	-2.489907385	-2.239365403	-1.900749921	-2.096560545	-2.086931335	-1.881266869	-2.268302776	-2.138305705	-2.644211359	-2.089746864	-1.911318799	-1.635711518	-2.50934137	-1.542966587	-2.859262304	-3.036979797	-2.048848775	-2.174539029	-2.04219383	-1.3851245	-2.192838576	-1.967458578	-3.603159983	-2.692957861	-2.234470137	-1.877747993
hsa-miR-1276	-2.840549744	-2.284832657	-2.788953004	-2.772557853	-2.845186928	-2.755190819	-3.430894197	-2.561701609	-3.108420086	-2.861507111	-2.708659684	-2.255744037	-2.958781081	-4.430407806	-3.4753432	-2.01264723	-2.122281706	-1.766619512	-2.005772115	-3.508695912	-2.385466878	-2.215883558	-3.388807612	-2.982692512	-2.257041065	-2.958978484	-2.984747194	-4.072596909	-3.894554106	-3.79385435	-3.268774443	-2.468669063	-3.778804493	-2.785684031	-3.619245317	-3.029763244	-3.584593455	-3.42312627	-3.966270507	-4.189999837	-3.547720842	-3.783010638	-3.202904148	-2.676627365	-2.80908197	-3.421263803	-2.599227346	-4.860354803	-3.484483791	-2.81753098	-3.242115063	-3.603920348	-3.152027434	-3.035925995	-2.856718704	-3.359377702	-3.36063157	-3.249773609	-3.330742407	-2.604004336	-3.208262623	-3.338780998	-2.708292582	-3.287857149	-2.608951189	-2.707831288	-2.915541869	-2.401986817	-2.701761924	-2.793712745	-3.390013048	-2.982420849	-2.812893148	-2.55397263
hsa-miR-1277-3p	-0.392946733	-0.131380998	-0.744674879	-0.889079478	-0.867903372	-0.485529163	-0.743761183	-0.231680652	-0.37264394	-1.339392279	-0.490447469	-0.420800803	-0.614010777	-0.853291562	-0.424288247	-0.835911881	-0.282004702	-0.536558472	-1.278407656	-0.717672813	-0.471603283	-0.522721375	-1.311310507	0.114946892	0.145433294	-0.328339127	-0.358223523	-0.294290191	-0.516155246	-0.297347966	-1.131782928	-0.281335844	-0.37972262	-1.087565813	-0.916982831	-0.065196018	-0.127277129	-0.410994298	-0.930289173	-0.69802613	-0.802671386	-0.711883149	-0.469136591	-1.228474597	-0.557284748	-0.62968554	-0.77708124	-0.161501614	-0.736851791	-1.412153679	-0.614336043	-1.430905942	-0.622685353	-0.599204011	-0.651142207	-0.484752641	-0.435528476	-0.782885454	-0.958406657	-0.310092894	-0.740919458	-0.146273874	-0.18931481	-1.037471113	-0.846944351	-0.583455512	-0.38061514	-0.437839545	-1.307154319	-1.201341635	-0.318237283	-0.176451575	-0.38707093	-1.08710909
hsa-miR-1278	1.809393224	2.571007949	1.481373325	2.123737702	2.086080341	2.013889874	2.460102233	2.648873091	2.324516993	1.760724119	1.990592082	1.424849327	1.549719883	2.300970521	1.255256923	2.275405108	1.97284649	2.129190283	2.423483881	2.623671655	1.939998007	1.728531744	2.718553054	2.191252816	1.58371599	1.855910397	2.186677315	1.457324586	1.322753903	1.695152641	1.947878052	2.183702116	1.784305636	1.568700857	1.790324242	0.853487355	1.913774864	2.312912613	1.545022174	2.181292702	2.545255678	1.655658318	2.003076041	1.875812644	1.87720293	1.494196387	2.103175423	1.364041643	2.095793014	1.848291122	2.010991573	2.528507965	2.229154113	2.51774666	2.181865012	2.532654859	2.327335729	2.019784007	1.645108365	2.054720483	1.555977133	2.01788817	0.881208956	1.658110151	2.242191341	2.044105876	2.382732303	2.57387122	2.182786302	1.629291303	1.773145855	1.354343322	2.169731033	1.913400517
hsa-miR-1279	1.851753152	1.423561782	1.135351031	1.236724094	1.070870163	1.625790882	1.467542885	1.083151793	1.471471609	0.583263232	1.319383779	1.151252343	1.202047135	1.403038427	1.475445333	0.950537819	1.357798836	0.343934528	1.619506288	1.270652519	1.140816115	1.418099619	1.179549105	1.88759166	1.193329861	1.099238583	1.393581935	0.931275038	-0.011681531	0.881680004	0.211153605	0.193432577	0.739230553	1.234703357	0.618162611	1.356403953	1.44833392	1.409463691	0.402023776	1.042001247	1.346482342	1.097964112	1.264720366	0.965190449	1.020055323	1.421824595	0.858544376	0.229642838	1.521424432	1.399144944	1.39697092	0.99173272	1.135892192	1.165313335	1.361039475	1.130919654	1.489564362	1.309323249	1.371082685	1.516690163	0.631654861	1.721496574	1.01802754	1.030340627	0.705793052	0.651778703	1.34664475	1.188478131	1.730891579	2.145325901	1.474671516	1.860671454	1.17653246	1.42092635
hsa-miR-128-1-5p	0.203099657	0.279350968	-0.163378046	1.057373645	0.548509857	0.199215019	0.785712764	0.426131356	0.498649547	0.822409346	0.888984692	0.657245376	-0.11755384	0.221756044	-0.914124725	0.41390238	0.926043859	0.314830052	1.084386149	0.866021668	-0.152884616	1.128821035	-0.227614109	0.699493152	0.251115392	0.847059321	0.316545836	0.815017378	0.141715696	0.286396588	0.405855597	0.548648768	0.039787919	0.649018942	0.871789136	-0.097396303	0.065861059	0.575089267	0.574872524	0.366034806	0.819887351	0.232691673	0.839420683	0.249906457	0.345248052	0.717093404	0.716159038	0.529436265	0.704934306	0.305034154	0.270704764	1.140766658	0.282621353	0.210472747	-0.035811071	0.209153973	0.134969595	0.526268986	1.253864176	0.934976676	0.063855787	0.375895621	0.238610105	0.557459178	0.537202882	1.282976773	0.939746332	0.743903992	0.461245185	0.536556798	0.275747398	0.853579408	0.879833006	0.407539061
hsa-miR-128-2-5p	-2.324484966	-2.188495981	-2.281915825	-2.898496995	-2.529933558	-2.667250196	-2.748825271	-3.769983521	-3.047413383	-2.190440325	-1.73979002	-1.8077609	-2.507863742	-3.019988772	-2.19158187	-2.383568271	-2.469424244	-1.63596841	-2.130768631	-2.405979905	-1.745521534	-3.404930734	-2.120324407	-2.517732936	-2.387926959	-2.696177366	-3.351186326	-3.331123699	-3.569674471	-2.79012647	-3.272716832	-2.610406551	-3.665340909	-3.137506217	-3.005777636	-1.964305394	-2.828990092	-2.817906367	-4.164242839	-3.99443846	-4.156282158	-2.871853809	-2.793173308	-2.716951671	-3.65710699	-3.294155908	-2.87379827	-3.821889633	-2.724861164	-2.719087984	-2.922769208	-3.009495018	-3.323793135	-2.489469696	-2.928840725	-2.465040224	-2.80614945	-2.854735297	-3.063940163	-2.157342448	-2.890461708	-2.626371815	-3.278449867	-3.039129778	-2.358376061	-2.210208909	-1.775449937	-2.040804161	-1.360504942	-2.180873151	-1.489745955	-1.411181693	-2.127466569	-2.216772872
hsa-miR-128-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1281	2.820447372	1.497651791	2.772389568	1.49829945	1.898551503	1.445039615	2.730647485	1.061317173	2.559551848	1.666223667	1.649361462	1.738073705	2.336418494	2.449019955	1.265464911	1.868413727	1.790156733	1.642107843	1.798638502	1.522013988	1.467693167	1.958897753	2.329247499	2.275915128	-0.511424012	0.547844592	1.641024531	1.660494613	0.449872872	1.549608281	1.374020934	0.746792536	1.53667024	1.754630502	1.582981716	1.407723079	2.140587069	1.851977821	0.498954694	1.77378977	1.925286421	1.884669168	0.743007239	1.308696878	1.741189259	2.005692638	2.179891581	1.277551559	1.690848615	1.864511811	1.674185806	1.654112033	2.018774982	2.076308984	2.103979595	2.09619629	2.647183061	1.878844678	1.528778908	1.865408625	1.245283863	2.193715357	1.016465065	1.946595227	1.216247453	2.021005771	2.011445825	1.447192108	2.334327236	1.620690254	1.604666244	1.725107691	1.945665146	1.833406634
hsa-miR-1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1285-3p	0.835262352	1.034535611	0.90689779	0.456502134	1.12796534	0.646529243	0.590068616	0.919034906	0.588250982	1.213975332	0.786106972	1.116348067	0.731019828	0.069765817	0.969899241	1.118476175	0.395016161	0.990554967	1.146514398	1.450177808	0.029562245	0.884231364	1.083658744	1.502522689	0.687533679	0.445700345	0.282342889	0.421932819	1.449456699	0.817036274	0.922912364	0.852645949	0.749077114	0.802030581	0.582284706	0.591261594	0.034962457	0.825300576	2.125234201	1.29081212	0.703549278	0.456702045	0.557340812	0.945734527	0.939846858	1.121705419	0.796631097	0.847316351	1.025336391	0.941341927	0.745618923	0.521479772	0.536921267	0.302959307	0.841263248	0.530109416	-0.185017064	0.795566693	1.096628038	0.420565907	0.722526716	0.687567545	0.495199951	0.555406267	1.091441801	0.576532046	0.299763588	0.973232884	0.756687	0.783232068	0.677859146	0.49444434	0.864925627	0.558847302
hsa-miR-1285-5p	2.16928941	1.859163368	1.637538918	2.499036623	1.689849501	1.987595277	2.068662424	1.822003909	1.871106461	1.453366629	2.389973035	2.576518575	1.806147519	2.179727111	1.83630252	2.390758529	1.83986555	2.41193261	2.377615909	2.235828115	2.167502351	2.040788997	2.874911351	2.004867717	1.437473005	1.76623644	2.03401809	2.026929041	2.269939815	1.557811845	1.630560891	1.847236685	1.681821568	1.80163568	1.881087586	2.082843586	2.114174676	1.281086941	2.039553328	1.887064291	2.582847574	1.812356267	2.087781347	2.230073265	2.077407374	1.77100672	2.35017069	1.70746488	1.892170773	1.929078195	2.103238423	1.539982378	1.909162387	1.748473151	2.143424129	1.90413634	2.059232693	2.460033455	2.406052736	2.310607779	1.96489205	1.781814127	2.263920077	1.779495617	2.055732611	1.784299735	2.741485885	2.052489647	2.395087265	2.556970057	1.761358382	2.682997713	2.761430084	2.439378177
hsa-miR-1286	0.211038901	-0.503317698	-0.674000575	-0.349588159	-0.2927669	-0.606883057	-0.339149583	0.000721167	0.096503774	-0.155900336	-0.899511307	-0.333257504	-0.786182609	0.016352352	-0.661666944	-0.699412526	-0.694626721	-0.077451528	-0.125669276	0.121854535	-0.000882954	-0.29167542	0.066731544	-0.214897711	0.087479679	-0.067351466	-0.55732104	-0.209182625	-0.214599075	-0.083000027	-0.201589396	-0.508159984	-0.099918182	-0.279497245	-0.849972996	-0.306438312	-0.251668405	-1.011101615	-0.655109073	-0.195591264	-0.407307238	-0.188912376	-0.065667993	-0.307195199	0.299653476	-0.273374779	-0.347580767	-0.675772269	-0.317323599	-0.417245822	-0.06179038	-0.645586205	0.040821937	-0.290817628	0.611019914	-0.662903884	-0.252154467	-0.228000482	-0.36040485	-0.057294629	0.058742775	-0.219498079	-0.16973744	-0.345776885	-0.094673148	-0.111930615	-0.0288131	-0.589295274	-0.383661528	-0.740378783	-0.68676346	-1.196706638	-0.472151702	-0.207790269
hsa-miR-1287-3p	2.494572233	3.203896212	2.962261293	2.711801956	3.339027804	3.174202062	3.265855341	2.782031295	2.757310581	2.840125867	2.824509799	3.149873794	2.230286663	2.477227879	2.726265696	2.667655621	1.528781077	2.782002126	2.867957849	2.104185132	2.539935803	2.806064238	1.847133481	2.3442949	2.74704661	3.07021154	2.699558656	3.216908429	2.988182749	2.449612874	2.761443749	2.741418854	2.95451365	3.002012172	2.883825131	1.126930111	2.627855464	3.537906052	2.454014605	3.674498356	3.512486673	3.041216898	2.677003609	2.830621177	2.575079654	3.23963653	2.762239608	2.967302302	2.820713641	3.197343307	2.655841686	3.035125464	2.661786187	3.232795987	2.890581365	3.482871749	2.780970318	2.707123736	3.012620678	2.791426718	2.557598294	2.837625485	2.823058586	2.740512942	3.046756063	2.775037171	2.900391553	2.554470113	2.249277061	2.92706088	2.497634553	2.331435121	3.411057716	2.92235532
hsa-miR-1287-5p	1.427396279	1.516134862	1.262472346	1.408978387	1.19682398	1.601947881	1.248830067	1.144093904	1.083977187	1.300121523	0.903715156	1.277591566	1.114771626	1.033085304	1.226183543	0.894599333	0.938581253	1.239777851	1.34127799	1.357592623	1.125336525	1.447679864	1.049670082	1.165218521	1.430515762	1.144255598	1.34917589	1.407637935	1.563045328	1.505719237	1.385991863	0.99389531	0.900801327	1.215384187	1.130575497	0.74434449	1.613577392	1.467043754	1.295698467	0.900501225	0.488484319	1.193575749	1.34759816	1.597037633	0.947818041	1.226238316	1.384117981	1.243573531	1.460662523	1.434363283	1.360998846	1.212628422	1.14167286	0.926149452	0.977646424	1.097258731	0.859299676	1.114817909	1.469947886	1.035029972	0.89208083	0.956120909	0.871289475	0.786463318	1.464089539	1.177218047	0.947859155	1.382796701	1.343443354	1.177582051	1.413595112	1.395881489	1.314064477	0.868729271
hsa-miR-1288-3p	-0.246505023	-0.094586231	0.415581799	0.553882536	0.200207756	-0.354179118	-0.09357545	0.03619827	0.051417043	-0.29982439	-0.425449578	0.154632016	0.315564213	-0.211587339	0.191416273	-0.285199116	-0.65044427	-0.121867938	-0.577679033	0.316387241	-0.663403819	-1.020942562	-0.299121695	0.175659399	0.044050423	0.996219717	0.311418709	-0.549068662	0.173491435	0.576765162	-0.521795892	-0.076928875	0.450261128	0.172103477	-0.026906414	-0.349288565	-0.289480287	0.216727109	0.345953332	0.451903933	-0.283354542	0.132352777	-0.142158243	-1.35246318	-0.007965095	0.194442893	-0.077791986	0.415343979	0.008361656	-0.456259806	0.347048691	0.230976664	0.088786428	-0.731341662	-0.010370319	0.490831625	0.216225181	-0.093085368	0.588278123	0.297830263	1.029849349	0.39243896	0.241281898	0.510230549	0.441133826	-0.269445298	-0.060811291	0.356166798	-0.05824255	-0.554733544	0.117285759	-1.254435469	0.321079942	0.391025923
hsa-miR-1289	1.830490129	1.852105046	1.8645157	2.118682101	2.170846073	1.769278158	2.292829011	1.116874162	1.91576711	1.828168737	2.173121082	2.05882644	1.627558123	1.515092161	1.672702907	2.217098421	0.89362477	1.000469896	1.953743827	-0.293419543	2.199848618	2.164535016	1.75039397	2.414762314	1.550258459	1.274451925	2.301192973	2.311454269	2.585515683	2.401355068	2.343558278	2.031598059	2.276860995	2.335959191	2.529959045	1.787891149	2.270516174	2.287326205	0.822223689	2.48710241	1.767480147	2.204214498	2.513313338	1.56270218	2.549156032	2.062752024	0.842886457	2.424723828	2.553113919	1.953217825	1.633459218	2.048124651	1.267978333	1.699229388	2.367175926	2.518348436	2.18067755	1.622179688	2.232781904	2.409547629	2.665372198	1.410684431	1.007504002	1.461480544	1.907411693	1.621595122	1.933432774	1.67103867	2.357308809	1.361212288	1.67865327	1.579216919	2.302579375	1.810443914
hsa-miR-129-2-3p	1.27132979	0.86315576	1.112983239	1.175224772	0.483994945	1.420688577	1.202679058	1.027325248	1.386992003	1.601741775	1.011051538	0.464743882	1.01812284	0.89098785	0.706068406	1.567612415	0.744676276	0.783098308	0.857996411	0.783270969	0.833976731	0.613335979	0.752854916	0.949626713	1.540708923	1.017339135	0.861155806	1.161143298	-0.308751902	0.984264859	1.057886988	0.890737997	0.890926333	0.361666362	0.405850043	0.769212916	1.145269368	0.840032533	0.476943965	0.617053685	0.820701504	0.560207928	1.299673429	0.363353374	1.509125853	0.570292989	0.674262969	0.647689172	0.923354616	1.189970931	0.455904237	0.57086481	0.927158026	0.795859358	1.159365715	1.24133309	1.091814561	1.064388572	1.102980571	1.678261454	1.067052732	0.740445503	1.311632631	0.766850289	0.962640068	0.629414959	1.110926778	1.318585572	1.288321862	0.816885199	0.850052664	1.036581514	0.78072495	0.727072277
hsa-miR-129-5p	0.755006795	1.00997695	0.703119255	0.802678459	0.38434658	0.217123014	0.673456367	0.66317808	0.976904822	0.531064626	0.589787485	1.376509509	0.735261759	-0.116154673	0.254226092	0.596849388	0.646598003	0.676262224	0.809212723	0.958020662	0.405004914	-0.682706214	-0.418834616	0.481023873	0.33232492	-0.022459725	-0.014596989	0.882111037	0.725887888	1.331980697	1.130630647	0.377918229	0.838299329	1.102515018	0.522677147	0.588061698	0.339586111	1.00068673	1.012262226	0.937174965	0.789078045	0.948195266	0.967280349	0.512218206	0.128308918	1.035010139	0.079330858	0.4042183	0.466021758	0.707481139	0.853801038	0.989661018	0.817231005	-0.883926491	0.85095368	0.324770789	-0.16577413	1.219929737	0.703626134	0.600725731	-0.872812749	0.871159541	1.096404439	0.767791148	-0.096378059	0.328976096	0.368302781	0.496550354	1.089078597	0.800071472	0.485757437	1.284820263	0.606720959	1.036199346
hsa-miR-1290	1.553686782	1.788617017	2.059480374	1.639310655	1.828928272	1.37286582	2.122873134	1.799037414	0.882638604	1.689136681	1.498818183	1.305715677	1.788652092	1.853204538	1.261981917	1.78845358	1.812462075	2.410064384	1.581377527	1.934152108	2.242981149	0.920723305	2.184328119	1.715318017	1.215838158	1.414477607	1.072851726	1.527232803	0.287987815	0.032118022	0.841831504	1.033560172	0.894432439	0.806614981	0.483487099	0.886115697	1.595830341	1.669755665	1.121252014	0.344097115	1.457212761	1.460231054	1.054324897	0.793037512	1.669634391	0.892449266	1.675356417	0.932194052	1.59925993	1.53762387	1.978431769	1.474287404	1.279097167	1.70382405	1.163995702	0.757975526	2.050162159	1.012315048	1.769189363	1.072527682	0.620491832	1.312715371	0.816830477	1.242969519	1.271527717	1.242093774	2.417315958	2.759895224	2.522920676	3.119928275	2.440964439	2.838588256	2.505826704	2.230223888
hsa-miR-1291	3.620455877	3.555275623	2.988457111	2.482296378	3.126221831	3.226552318	2.824549168	3.52412676	3.124748534	2.752346378	3.062473542	3.455355037	2.294512524	2.295062202	2.951865705	3.188012766	3.127539946	2.876682576	2.778570364	2.59199431	2.288245986	2.826251713	3.043061913	2.445402054	3.301998181	2.814979861	2.620425025	2.962101467	2.456959585	2.920241829	2.331174833	2.739246365	3.400003693	2.033301449	2.085636379	3.01701408	2.65426607	2.634222618	2.791744761	2.796825258	3.103782968	1.930345271	3.002256251	2.581184666	2.592857679	2.100972748	2.621983536	2.562320826	3.315417725	3.605654331	2.961232347	2.33349097	2.898690189	2.480417661	2.980968235	3.190556797	3.35217181	3.121475821	2.340968062	2.591903254	2.934571511	2.861847607	2.520202608	3.391070478	2.301963446	2.608692159	2.985165403	2.453802725	2.814990572	3.077169139	2.984145844	2.169585355	2.693080092	2.821197581
hsa-miR-1293	2.301693633	2.633133938	2.507034516	2.665141337	2.611985228	2.585929497	2.83326365	2.156290384	2.687537495	2.228239421	2.398804009	2.424197659	1.698944416	2.698261862	2.287533159	2.234831397	2.233416169	2.118959588	2.520882734	2.49476529	2.209638643	2.276814168	1.984819372	1.906157898	1.6108014	2.467393472	2.269697015	2.548393872	1.328229771	2.126336344	1.996223543	1.965871334	2.034161893	2.660549385	2.202072525	1.773380255	2.049162234	1.938653846	2.387860314	2.428913399	2.218260866	2.172505312	2.551287016	2.381188345	2.361072129	2.039464325	2.396369543	2.329323136	2.268425716	2.364798672	2.515260954	2.062113954	2.167411582	2.640192085	2.405593939	2.431233894	2.37666532	2.574542648	2.00047206	2.021228084	2.277390015	2.159914524	1.177507697	2.038518417	2.283876594	2.231120512	2.468945345	2.355401704	2.147984041	2.798938128	2.405737275	2.02492618	2.223818011	2.290490481
hsa-miR-1295a	-0.319377469	0.11719381	-0.105347548	0.384008779	-0.238422898	0.496869122	0.127026444	0.471783697	-0.081579161	-0.264069907	0.098812463	0.146176614	0.413093609	0.46280254	0.268285183	-0.06193966	0.239610324	0.514665386	0.324610639	0.977725731	0.193538819	-0.0531733	0.818909654	0.140790173	0.322438084	0.648584679	0.415907017	0.241050364	0.01520573	-0.019757814	0.284467013	0.281304013	-0.444733812	-0.097364269	0.139137618	0.634443398	-0.599154022	0.82432665	0.248692648	-0.474168982	0.436323426	-0.40223829	-0.098915536	0.541152017	0.395821043	0.479976115	-0.132941086	0.014268141	-0.247396231	-0.156788074	0.33588182	-0.020832673	0.371498809	0.17202604	-0.183909319	0.247582438	0.262038517	0.081799909	0.795298586	-0.207211552	-0.058899906	0.002834053	0.503219811	0.457095215	0.04395109	0.561922312	0.002738297	0.413636538	0.897994768	0.589979866	0.237684813	0.271018304	0.303261624	0.23109729
